timestamp,domain,issuer,tls_version,expires_on,days_left,risk_level,renewal_required
2026-02-08T12:33:56.427772,sciencedirect.com,Google Trust Services,TLSv1.3,2026-04-02,52,WARNING,False
2026-02-08T12:33:56.564424,springer.com,Let's Encrypt,TLSv1.3,2026-03-27,47,CRITICAL,True
2026-02-08T12:33:57.364294,ieee.org,GlobalSign nv-sa,TLSv1.3,2026-05-05,86,WARNING,False
2026-02-08T12:33:57.525101,paypal.com,DigiCert Inc,TLSv1.3,2026-07-07,149,SAFE,False
2026-02-08T12:33:57.676166,visa.com,"CLOUDFLARE, INC.",TLSv1.3,2026-10-04,238,SAFE,False
2026-02-08T12:33:58.806276,mastercard.com,DigiCert Inc,TLSv1.2,2026-05-19,100,SAFE,False
2026-02-08T12:33:58.961405,hdfcbank.com,DigiCert Inc,TLSv1.3,2026-04-03,54,WARNING,False
2026-02-08T12:33:59.613097,india.gov.in,Let's Encrypt,TLSv1.3,2026-04-22,72,WARNING,False
2026-02-08T12:33:59.756215,gov.uk,GlobalSign nv-sa,TLSv1.3,2026-12-28,323,SAFE,False
2026-02-08T12:34:05.435381,who.int,Google Trust Services,TLSv1.3,2026-05-05,86,WARNING,False
2026-02-08T12:34:06.401321,un.org,COMODO CA Limited,TLSv1.2,2026-09-05,209,SAFE,False
2026-02-08T12:34:06.519573,flipkart.com,GlobalSign nv-sa,TLSv1.3,2026-07-17,158,SAFE,False
2026-02-08T12:34:06.704721,shopify.com,Google Trust Services,TLSv1.3,2026-03-17,37,CRITICAL,True
2026-02-08T12:34:06.940545,ebay.com,Sectigo Limited,TLSv1.3,2026-07-28,170,SAFE,False
2026-02-08T12:34:27.166590,azure.microsoft.com,Microsoft Corporation,TLSv1.3,2026-07-11,153,SAFE,False
2026-02-08T12:34:27.293113,digitalocean.com,Google Trust Services,TLSv1.3,2026-04-18,68,WARNING,False
2026-02-08T12:34:27.407215,vercel.com,Let's Encrypt,TLSv1.3,2026-04-21,71,WARNING,False
2026-02-08T12:34:27.509958,netlify.com,DigiCert Inc,TLSv1.3,2026-08-21,194,SAFE,False
2026-02-08T12:34:27.869508,netflix.com,DigiCert Inc,TLSv1.3,2026-09-04,207,SAFE,False
2026-02-09T04:30:03.246691,microsoft.com,Microsoft Corporation,TLSv1.3,2026-08-03,174,SAFE,False
2026-02-09T04:30:03.398289,apple.com,Apple Inc.,TLSv1.3,2026-03-31,50,WARNING,False
2026-02-09T04:30:10.039444,azure.microsoft.com,Microsoft Corporation,TLSv1.3,2026-07-11,152,SAFE,False
2026-02-10T09:42:05.855683,microsoft.com,Microsoft Corporation,TLSv1.3,2026-08-03,173,SAFE,False
2026-02-10T09:42:06.028817,apple.com,Apple Inc.,TLSv1.3,2026-03-31,49,WARNING,False
2026-02-10T09:42:06.111866,sciencedirect.com,Google Trust Services,TLSv1.3,2026-04-02,51,WARNING,False
2026-02-10T09:42:07.297811,springer.com,Let's Encrypt,TLSv1.3,2026-03-27,45,CRITICAL,True
2026-02-10T09:42:08.355184,ieee.org,GlobalSign nv-sa,TLSv1.3,2026-05-05,84,WARNING,False
2026-02-10T09:42:10.048769,paypal.com,DigiCert Inc,TLSv1.3,2026-07-07,147,SAFE,False
2026-02-10T09:42:10.203691,visa.com,"CLOUDFLARE, INC.",TLSv1.3,2026-10-04,236,SAFE,False
2026-02-10T09:42:17.292348,mastercard.com,DigiCert Inc,TLSv1.2,2026-05-19,98,SAFE,False
2026-02-10T09:42:17.371240,hdfcbank.com,DigiCert Inc,TLSv1.3,2026-04-03,52,WARNING,False
2026-02-10T09:42:29.519199,india.gov.in,Let's Encrypt,TLSv1.3,2026-04-22,70,WARNING,False
2026-02-10T09:42:29.642762,gov.uk,GlobalSign nv-sa,TLSv1.3,2026-12-28,321,SAFE,False
2026-02-10T09:42:30.532815,usa.gov,Let's Encrypt,TLSv1.3,2026-04-20,69,WARNING,False
2026-02-10T09:42:31.849960,who.int,Google Trust Services,TLSv1.3,2026-05-05,84,WARNING,False
2026-02-10T09:42:32.970235,un.org,COMODO CA Limited,TLSv1.2,2026-09-05,207,SAFE,False
2026-02-10T09:42:33.375416,flipkart.com,GlobalSign nv-sa,TLSv1.3,2026-07-17,156,SAFE,False
2026-02-10T09:42:35.486168,shopify.com,Google Trust Services,TLSv1.3,2026-03-17,35,CRITICAL,True
2026-02-10T09:42:35.730236,ebay.com,Sectigo Limited,TLSv1.3,2026-07-28,168,SAFE,False
2026-02-10T09:42:36.939315,aws.amazon.com,Amazon,TLSv1.3,2026-10-17,249,SAFE,False
2026-02-10T09:42:37.053478,azure.microsoft.com,Microsoft Corporation,TLSv1.3,2026-07-11,151,SAFE,False
2026-02-10T09:42:38.160836,digitalocean.com,Google Trust Services,TLSv1.3,2026-04-18,66,WARNING,False
2026-02-10T09:42:38.291680,vercel.com,Let's Encrypt,TLSv1.3,2026-04-21,69,WARNING,False
2026-02-10T09:42:38.458447,netlify.com,DigiCert Inc,TLSv1.3,2026-08-21,192,SAFE,False
2026-02-10T09:42:39.518771,netflix.com,DigiCert Inc,TLSv1.3,2026-09-04,206,SAFE,False
2026-02-13T13:13:02.144291,microsoft.com,Microsoft Corporation,TLSv1.3,2026-08-03,170,SAFE,False
2026-02-13T13:13:02.255776,apple.com,Apple Inc.,TLSv1.3,2026-03-31,46,CRITICAL,True
2026-02-13T13:13:02.360877,sciencedirect.com,Google Trust Services,TLSv1.3,2026-04-02,47,CRITICAL,True
2026-02-13T13:13:02.497181,springer.com,Let's Encrypt,TLSv1.3,2026-03-27,42,CRITICAL,True
2026-02-13T13:13:03.296054,ieee.org,GlobalSign nv-sa,TLSv1.3,2026-05-05,81,WARNING,False
2026-02-14T06:45:14.351919,microsoft.com,Microsoft Corporation,TLSv1.3,2026-08-03,169,SAFE,False
2026-02-14T06:45:14.480942,apple.com,Apple Inc.,TLSv1.3,2026-03-31,45,CRITICAL,True
2026-02-14T06:45:14.545134,sciencedirect.com,Google Trust Services,TLSv1.3,2026-04-02,47,CRITICAL,True
2026-02-14T06:45:14.766478,springer.com,Let's Encrypt,TLSv1.3,2026-03-27,41,CRITICAL,True
2026-02-14T06:45:15.543328,ieee.org,GlobalSign nv-sa,TLSv1.3,2026-05-05,80,WARNING,False
2026-02-14T06:45:15.663100,paypal.com,DigiCert Inc,TLSv1.3,2026-07-07,143,SAFE,False
2026-02-14T06:45:15.789557,visa.com,"CLOUDFLARE, INC.",TLSv1.3,2026-10-04,232,SAFE,False
2026-02-14T06:45:16.749194,mastercard.com,DigiCert Inc,TLSv1.2,2026-05-19,94,SAFE,False
2026-02-14T06:45:16.802577,hdfcbank.com,DigiCert Inc,TLSv1.3,2026-04-03,48,WARNING,False
2026-02-14T06:45:17.181523,india.gov.in,Let's Encrypt,TLSv1.3,2026-04-22,67,WARNING,False
2026-02-14T06:45:17.265777,gov.uk,GlobalSign nv-sa,TLSv1.3,2026-12-28,317,SAFE,False
2026-02-14T06:45:18.066179,usa.gov,Let's Encrypt,TLSv1.3,2026-04-20,65,WARNING,False
2026-02-14T06:45:18.332850,who.int,Google Trust Services,TLSv1.3,2026-05-05,80,WARNING,False
2026-02-14T06:45:19.398691,un.org,COMODO CA Limited,TLSv1.2,2026-09-05,203,SAFE,False
2026-02-14T06:45:19.514511,flipkart.com,GlobalSign nv-sa,TLSv1.3,2026-07-17,152,SAFE,False
2026-02-14T06:45:19.601149,shopify.com,Google Trust Services,TLSv1.3,2026-03-17,31,CRITICAL,True
2026-02-14T06:45:19.864552,ebay.com,Sectigo Limited,TLSv1.3,2026-07-28,164,SAFE,False
2026-02-14T06:45:19.963679,aws.amazon.com,Amazon,TLSv1.3,2026-10-17,245,SAFE,False
2026-02-14T06:45:20.032392,azure.microsoft.com,Microsoft Corporation,TLSv1.3,2026-07-11,147,SAFE,False
2026-02-14T06:45:20.105772,digitalocean.com,Google Trust Services,TLSv1.3,2026-04-18,62,WARNING,False
2026-02-14T06:45:20.195344,vercel.com,Let's Encrypt,TLSv1.3,2026-04-21,66,WARNING,False
2026-02-14T06:45:20.318703,netlify.com,DigiCert Inc,TLSv1.3,2026-08-21,188,SAFE,False
2026-02-14T06:45:20.838060,netflix.com,DigiCert Inc,TLSv1.3,2026-09-04,202,SAFE,False
2026-02-15T05:37:51.409058,microsoft.com,Microsoft Corporation,TLSv1.3,2026-08-03,168,SAFE,False
2026-02-15T05:37:51.541245,apple.com,Apple Inc.,TLSv1.3,2026-03-31,44,CRITICAL,True
2026-02-15T05:37:51.697397,sciencedirect.com,Google Trust Services,TLSv1.3,2026-04-02,46,CRITICAL,True
2026-02-15T05:37:51.848169,springer.com,Let's Encrypt,TLSv1.3,2026-03-27,40,CRITICAL,True
